latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
27.100174,84.593994,85.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2024-01-01T00:00,10.8,0.00,98,1006.8,6.1,14.1,267,289
2024-01-01T01:00,10.9,0.00,100,1008.2,5.8,9.9,270,289
2024-01-01T02:00,11.0,0.00,99,1008.7,6.5,9.6,273,283
2024-01-01T03:00,11.5,0.00,98,1009.7,6.9,8.8,279,279
2024-01-01T04:00,13.1,0.00,92,1010.1,7.1,8.6,285,285
2024-01-01T05:00,15.6,0.00,83,1009.5,7.1,8.6,294,292
2024-01-01T06:00,17.5,0.00,77,1008.3,6.5,8.2,289,285
2024-01-01T07:00,19.3,0.00,71,1006.6,7.1,8.6,285,285
2024-01-01T08:00,20.5,0.00,67,1005.3,7.4,9.3,284,283
2024-01-01T09:00,21.1,0.00,63,1004.5,8.0,10.2,278,278
2024-01-01T10:00,20.9,0.00,63,1004.0,8.3,11.2,270,272
2024-01-01T11:00,19.0,0.00,73,1004.2,5.8,14.1,263,267
2024-01-01T12:00,16.0,0.00,83,1004.6,7.9,14.8,267,276
2024-01-01T13:00,14.3,0.00,87,1006.0,6.8,15.2,267,277
2024-01-01T14:00,13.6,0.00,91,1006.6,9.2,19.8,281,289
2024-01-01T15:00,13.3,0.00,93,1007.4,9.7,21.7,292,299
2024-01-01T16:00,13.2,0.00,94,1007.6,9.8,22.3,294,301
2024-01-01T17:00,12.9,0.00,94,1007.5,9.3,21.1,286,295
2024-01-01T18:00,12.5,0.00,93,1007.1,9.3,21.3,283,294
2024-01-01T19:00,12.0,0.00,95,1006.5,8.1,20.0,291,300
2024-01-01T20:00,11.3,0.00,96,1006.0,7.8,18.9,304,310
2024-01-01T21:00,10.7,0.00,98,1005.2,7.1,17.6,311,319
2024-01-01T22:00,10.0,0.00,99,1005.1,5.1,12.5,274,309
2024-01-01T23:00,10.4,0.00,98,1005.3,6.2,12.7,249,278
