From Date,To Date,PM2.5,PM10,NO2,SO2,CO,Ozone
01-01-2025 00:00,02-01-2025 00:00,117.52,240.01,29.06,5.99,1.27,23.45
02-01-2025 00:00,03-01-2025 00:00,164.91,308.18,29.07,4.75,1.03,18.16
03-01-2025 00:00,04-01-2025 00:00,160.8,365.28,28.79,4.8,0.91,17.06
04-01-2025 00:00,05-01-2025 00:00,107.22,186.15,28.7,4.01,0.92,13.27
05-01-2025 00:00,06-01-2025 00:00,112.66,281.38,28.58,4.25,1.1,10.08
06-01-2025 00:00,07-01-2025 00:00,123.06,276.64,28.8,4.32,1.01,10.87
07-01-2025 00:00,08-01-2025 00:00,108.66,276.2,28.87,4.46,1.11,14.64
08-01-2025 00:00,09-01-2025 00:00,123.44,278.8,28.6,4.79,1.2,18.66
09-01-2025 00:00,10-01-2025 00:00,189.35,385.6,40.59,4.25,1.08,23.38
10-01-2025 00:00,11-01-2025 00:00,230.4,432.38,59.1,4.78,1.09,33.11
11-01-2025 00:00,12-01-2025 00:00,242.59,445.32,57.88,3.93,0.79,38.54
12-01-2025 00:00,13-01-2025 00:00,168.02,332.25,49.43,5.58,1,39.06
13-01-2025 00:00,14-01-2025 00:00,180.75,347.16,49.47,5.25,0.74,31.8
14-01-2025 00:00,15-01-2025 00:00,136.09,295.2,48.66,3.67,0.95,34.62
15-01-2025 00:00,16-01-2025 00:00,127.04,213.05,44.26,5.83,1.06,17.51
16-01-2025 00:00,17-01-2025 00:00,115.17,222.46,42.73,7.52,1.04,5.74
17-01-2025 00:00,18-01-2025 00:00,93.49,192.74,44.16,5.49,1,5.83
18-01-2025 00:00,19-01-2025 00:00,115.66,235.94,34.46,7.01,1,4.9
19-01-2025 00:00,20-01-2025 00:00,95.29,201.6,36.02,8.25,1.17,5.86
20-01-2025 00:00,21-01-2025 00:00,88.94,198.38,38.55,7.45,1.06,14.25
21-01-2025 00:00,22-01-2025 00:00,114.81,238.9,39.45,7.12,1.01,22.1
22-01-2025 00:00,23-01-2025 00:00,114.8,255.71,43.82,7.5,1.16,28.25
23-01-2025 00:00,24-01-2025 00:00,135.32,264.88,45.69,7.13,0.97,33.91
24-01-2025 00:00,25-01-2025 00:00,83.8,178.27,35.09,6.55,1.29,33.83
25-01-2025 00:00,26-01-2025 00:00,78.82,186.21,42.42,8.4,1.13,22.49
26-01-2025 00:00,27-01-2025 00:00,96.64,232.09,39.76,7.42,1.23,20.75
27-01-2025 00:00,28-01-2025 00:00,137.29,301.13,39.49,7.83,0.98,34.74
28-01-2025 00:00,29-01-2025 00:00,155.29,334.05,40.43,9.47,1.18,26.44
29-01-2025 00:00,30-01-2025 00:00,190.74,364.03,45.42,8.17,0.87,27.61
30-01-2025 00:00,31-01-2025 00:00,190.15,368.99,64.08,9.1,1.04,24.52
31-01-2025 00:00,01-02-2025 00:00,201.06,418.19,73.79,8.38,0.96,33.2
01-02-2025 00:00,02-02-2025 00:00,160.95,337.37,65.99,8.59,1.18,34.54
02-02-2025 00:00,03-02-2025 00:00,139.36,298.09,59.45,8.58,0.99,41.63
03-02-2025 00:00,04-02-2025 00:00,107.02,227.09,60.9,9.65,1.08,42.22
04-02-2025 00:00,05-02-2025 00:00,101.26,194.63,65.96,7.61,1.01,39.21
05-02-2025 00:00,06-02-2025 00:00,101.16,198.7,38.4,7.97,1.08,33.98
06-02-2025 00:00,07-02-2025 00:00,64.16,157.5,51.1,6.35,1.5,33.6
07-02-2025 00:00,08-02-2025 00:00,74.73,185.36,67.19,6.49,1.29,29.96
08-02-2025 00:00,09-02-2025 00:00,81.93,189.33,73.25,11.15,1.19,29.17
09-02-2025 00:00,10-02-2025 00:00,109.57,230.91,75.52,11.71,1.17,27.79
10-02-2025 00:00,11-02-2025 00:00,127.18,260.13,81.17,9.26,1.14,27.86
11-02-2025 00:00,12-02-2025 00:00,108.39,245.7,75.03,10.46,1.15,31.28
12-02-2025 00:00,13-02-2025 00:00,97.81,215.05,72,6.88,1.06,32.22
13-02-2025 00:00,14-02-2025 00:00,67.24,182.88,67.93,9.16,1.37,30.93
14-02-2025 00:00,15-02-2025 00:00,62.93,150.39,56.63,8.83,1.43,28.14
15-02-2025 00:00,16-02-2025 00:00,86.69,189.39,44.4,10.64,1.14,30.38
16-02-2025 00:00,17-02-2025 00:00,126.78,264.37,44.75,7.08,0.96,32
17-02-2025 00:00,18-02-2025 00:00,130.63,274.55,54.73,10.13,1.03,33.79
18-02-2025 00:00,19-02-2025 00:00,122.27,256.68,50.85,7.86,0.94,25.32
19-02-2025 00:00,20-02-2025 00:00,105.91,222.5,63.05,10.08,1.33,30.88
20-02-2025 00:00,21-02-2025 00:00,114.07,238.64,69.56,7.63,1.12,27.51
21-02-2025 00:00,22-02-2025 00:00,105.58,228.02,66.38,7.58,1.11,27.52
22-02-2025 00:00,23-02-2025 00:00,87.83,189.91,61.9,8.02,0.84,28.43
23-02-2025 00:00,24-02-2025 00:00,79.53,173.5,61.12,11.76,1.08,28.29
24-02-2025 00:00,25-02-2025 00:00,83.59,167.69,67.39,7.08,1.19,28.27
25-02-2025 00:00,26-02-2025 00:00,80.8,169.87,72.44,7.55,1.31,28.65
26-02-2025 00:00,27-02-2025 00:00,113.66,252.88,78.91,8.41,1.07,27.96
27-02-2025 00:00,28-02-2025 00:00,99.87,229.43,74.79,8.35,0.89,25.64
28-02-2025 00:00,01-03-2025 00:00,121.25,263.01,71.28,8,0.74,26.89
01-03-2025 00:00,02-03-2025 00:00,81.41,199.26,67.42,6.43,1.2,28.95
02-03-2025 00:00,03-03-2025 00:00,47.38,132.57,62.97,7.23,1.11,29.72
03-03-2025 00:00,04-03-2025 00:00,63.21,156.68,66.18,9.86,1.24,30.7
04-03-2025 00:00,05-03-2025 00:00,68.23,188.96,64.04,8.12,1.31,31.68
05-03-2025 00:00,06-03-2025 00:00,56.08,175.61,60.94,6.67,1.3,36.77
06-03-2025 00:00,07-03-2025 00:00,67.42,129.23,60.33,10.8,1.23,38.64
07-03-2025 00:00,08-03-2025 00:00,103.67,221.46,64.42,9.72,1.16,16.01
08-03-2025 00:00,09-03-2025 00:00,82.47,193.31,64.65,10.42,1.21,14.49
09-03-2025 00:00,10-03-2025 00:00,104.58,226.88,68.25,10.05,1.06,14.15
10-03-2025 00:00,11-03-2025 00:00,108.66,252.59,68.44,12.13,0.88,16.46
11-03-2025 00:00,12-03-2025 00:00,122.05,270.9,71.34,10.4,0.77,13.59
12-03-2025 00:00,13-03-2025 00:00,92.91,220.58,61.6,6.44,0.86,24.19
13-03-2025 00:00,14-03-2025 00:00,78.81,188.7,49.01,8.97,0.92,44.45
14-03-2025 00:00,15-03-2025 00:00,76.33,173.34,43.35,7.87,0.94,34.18
15-03-2025 00:00,16-03-2025 00:00,73.27,159.38,43.74,6.59,1.02,34.69
16-03-2025 00:00,17-03-2025 00:00,75.1,173.01,37.7,7.28,0.84,37.99
17-03-2025 00:00,18-03-2025 00:00,40.96,105.19,35.44,7.83,1.09,35.09
18-03-2025 00:00,19-03-2025 00:00,43.71,118,38.27,8.01,1.07,33.76
19-03-2025 00:00,20-03-2025 00:00,52.59,123.46,42.73,11.02,1.3,27.78
20-03-2025 00:00,21-03-2025 00:00,98.76,178.16,44.11,6.47,1.04,28.29
21-03-2025 00:00,22-03-2025 00:00,52.85,119.59,39.38,10.05,1.17,27.44
22-03-2025 00:00,23-03-2025 00:00,75.9,192.18,39.4,8.21,0.97,18.66
23-03-2025 00:00,24-03-2025 00:00,72.74,182.87,40.88,8.23,0.99,18.19
24-03-2025 00:00,25-03-2025 00:00,98.14,214.71,51.48,5.86,0.7,19.4
25-03-2025 00:00,26-03-2025 00:00,112.65,242.34,54,12.18,0.87,20.22
26-03-2025 00:00,27-03-2025 00:00,99.66,232.06,54.79,11.48,0.77,14.99
27-03-2025 00:00,28-03-2025 00:00,82.1,192.6,47.39,11.82,0.92,29.33
28-03-2025 00:00,29-03-2025 00:00,75.58,204.25,38.29,13.65,0.88,31.63
29-03-2025 00:00,30-03-2025 00:00,57.03,182.97,39.13,9.89,1.29,30.53
30-03-2025 00:00,31-03-2025 00:00,51.03,162.43,37.24,12.71,1.14,33.28
31-03-2025 00:00,01-04-2025 00:00,80.67,177.54,54.5,11.54,0.88,18.75
01-04-2025 00:00,02-04-2025 00:00,48.64,128.97,41.77,9.71,1.2,26.35
02-04-2025 00:00,03-04-2025 00:00,77.11,174.22,45.58,13.98,1.3,23.58
03-04-2025 00:00,04-04-2025 00:00,105.01,262.98,54.52,14.07,0.87,24.2
04-04-2025 00:00,05-04-2025 00:00,91.53,199.01,52.53,12.88,0.71,28.02
05-04-2025 00:00,06-04-2025 00:00,88.88,210.71,45.33,15.39,0.97,60.76
06-04-2025 00:00,07-04-2025 00:00,121.9,245.11,54.37,19.51,1,38.03
07-04-2025 00:00,08-04-2025 00:00,109.66,265.06,56.94,16.37,0.85,14.87
08-04-2025 00:00,09-04-2025 00:00,104,190.79,45.71,13.25,0.38,43.07
09-04-2025 00:00,10-04-2025 00:00,97.72,207.31,43,14.13,0.49,42.79
10-04-2025 00:00,11-04-2025 00:00,60.98,123.75,40.61,9.02,0.96,22.01
11-04-2025 00:00,12-04-2025 00:00,37.77,92.02,43.81,11.82,1,22.16
12-04-2025 00:00,13-04-2025 00:00,41.72,107.6,46.37,10.15,0.9,27.01
