From Date,To Date,PM2.5,PM10,NO2,SO2,Ozone,CO
01-01-2025 00:00,02-01-2025 00:00,50.49,134.39,16.51,3.47,11.93,0.48
02-01-2025 00:00,03-01-2025 00:00,60.17,158.69,19.14,3.43,10.88,0.91
03-01-2025 00:00,04-01-2025 00:00,88.1,195.47,28.32,3.72,13.73,1.21
04-01-2025 00:00,05-01-2025 00:00,98.55,221.95,28.5,3.7,12.16,1.42
05-01-2025 00:00,06-01-2025 00:00,68.06,173.39,24.71,3.89,10.88,1.21
06-01-2025 00:00,07-01-2025 00:00,71.65,169.78,29.38,4.49,11.5,1.54
07-01-2025 00:00,08-01-2025 00:00,68.02,147.97,24.55,4.18,17.54,1.11
08-01-2025 00:00,09-01-2025 00:00,64.46,134.87,25.32,2.83,13.08,0.9
09-01-2025 00:00,10-01-2025 00:00,61.39,140.7,30.59,3.34,12.21,1.13
10-01-2025 00:00,11-01-2025 00:00,84.8,185.43,31.62,4.56,14.31,1.19
11-01-2025 00:00,12-01-2025 00:00,103.88,232.96,35.73,3.67,11.76,1.75
12-01-2025 00:00,13-01-2025 00:00,96.86,206.63,38.84,4.25,12.67,2.23
13-01-2025 00:00,14-01-2025 00:00,94.15,219.24,36.72,4.26,14,1.85
14-01-2025 00:00,15-01-2025 00:00,96.07,216.27,35.1,3.73,11.89,1.83
15-01-2025 00:00,16-01-2025 00:00,74.42,161.04,25.03,3.52,13.29,0.89
16-01-2025 00:00,17-01-2025 00:00,68.58,158.07,25.81,3.89,16.39,0.88
17-01-2025 00:00,18-01-2025 00:00,72.03,161.85,28.65,3.73,12.41,1.1
18-01-2025 00:00,19-01-2025 00:00,74.95,175.99,28.33,3.58,12.33,1.32
19-01-2025 00:00,20-01-2025 00:00,73.58,165.23,28.59,4.11,14.41,1.35
20-01-2025 00:00,21-01-2025 00:00,72.76,169.88,34.5,4.46,13.04,1.57
21-01-2025 00:00,22-01-2025 00:00,73.37,170.73,25.73,4.66,17.23,1.16
22-01-2025 00:00,23-01-2025 00:00,75.66,171.03,26.85,4.4,19.54,1.25
23-01-2025 00:00,24-01-2025 00:00,91.17,182.58,25.48,4.53,15.69,1.65
24-01-2025 00:00,25-01-2025 00:00,88.13,174.17,22.96,3.29,21.72,1.3
25-01-2025 00:00,26-01-2025 00:00,93.8,183.2,37.94,3.26,10.98,1.46
26-01-2025 00:00,27-01-2025 00:00,84.01,164.08,57.78,3.36,12.35,1.13
27-01-2025 00:00,28-01-2025 00:00,83.64,163.36,49.81,4.89,21.07,1.11
