From Date,To Date,PM2.5,PM10,NO2,SO2,CO,Ozone
01-01-2025 00:00,02-01-2025 00:00,57.2,106.25,25.05,14.49,2.85,51.93
02-01-2025 00:00,03-01-2025 00:00,40.81,101.84,36.71,22.78,1.33,51.46
03-01-2025 00:00,04-01-2025 00:00,35.93,101.66,50.43,32.12,0.69,51.27
04-01-2025 00:00,05-01-2025 00:00,32.85,99.97,37.4,23.36,0.92,51.38
05-01-2025 00:00,06-01-2025 00:00,51.62,120.3,18.78,9.87,2.59,52.21
06-01-2025 00:00,07-01-2025 00:00,57.16,123.05,15.7,7.76,1.36,52.2
07-01-2025 00:00,08-01-2025 00:00,57.84,123.57,20.22,11.35,1.4,52.44
08-01-2025 00:00,09-01-2025 00:00,59.86,124.68,37.1,22.03,0.68,52.78
09-01-2025 00:00,10-01-2025 00:00,57.63,136.39,17.3,12.05,1.7,50.75
10-01-2025 00:00,11-01-2025 00:00,62.06,137.82,19.79,10.55,1.25,51.71
11-01-2025 00:00,12-01-2025 00:00,47.19,115.86,13.08,5.99,0.74,51.04
12-01-2025 00:00,13-01-2025 00:00,51.41,107.41,9.53,3.54,0.77,51.42
13-01-2025 00:00,14-01-2025 00:00,55.43,112.15,11.78,4.77,0.73,52.3
14-01-2025 00:00,15-01-2025 00:00,49.88,92.88,12.58,5.62,1.59,51.6
15-01-2025 00:00,16-01-2025 00:00,27.46,59,5,3.65,2.95,50.55
16-01-2025 00:00,17-01-2025 00:00,58.61,123.46,4.22,2.81,1.16,50.9
17-01-2025 00:00,18-01-2025 00:00,64.93,122.81,10.45,7.25,2.05,50.82
18-01-2025 00:00,19-01-2025 00:00,67.53,143.26,15.42,7.14,0.61,51.48
19-01-2025 00:00,20-01-2025 00:00,56.93,123.38,22.13,12.36,0.7,52.23
20-01-2025 00:00,21-01-2025 00:00,49.46,106.8,45.97,28.56,0.89,52.37
21-01-2025 00:00,22-01-2025 00:00,42.47,128.98,37.84,23.21,0.71,51.72
22-01-2025 00:00,23-01-2025 00:00,45.17,119.33,20.89,11.55,0.78,52.34
23-01-2025 00:00,24-01-2025 00:00,39.1,106.21,10.07,3.9,0.75,53.3
24-01-2025 00:00,25-01-2025 00:00,42.16,93.27,13.5,3.87,0.85,52.43
25-01-2025 00:00,26-01-2025 00:00,16.2,103.3,55.65,10.7,0.7,51.17
26-01-2025 00:00,27-01-2025 00:00,24,98,10.1,7.03,2.74,50.83
27-01-2025 00:00,28-01-2025 00:00,40.36,115.72,26,14.35,2.08,51.4
28-01-2025 00:00,29-01-2025 00:00,47.31,123.93,23.29,12.19,0.75,50.35
29-01-2025 00:00,30-01-2025 00:00,43.03,103.12,16.17,7.3,2.08,50.86
30-01-2025 00:00,31-01-2025 00:00,49.56,114.7,13.99,6.41,0.74,51.77
31-01-2025 00:00,01-02-2025 00:00,41.66,112.88,15.78,7.51,0.78,52.27
01-02-2025 00:00,02-02-2025 00:00,32.55,109.62,17.86,9.42,0.72,52.34
02-02-2025 00:00,03-02-2025 00:00,24.08,86.32,15.63,7.73,0.71,52.34
03-02-2025 00:00,04-02-2025 00:00,18.83,85.44,15.15,7,0.88,52.06
04-02-2025 00:00,05-02-2025 00:00,23.79,103.51,9.18,6.38,0.59,51.87
05-02-2025 00:00,06-02-2025 00:00,20.72,104.89,4.51,3.12,0.42,51.33
06-02-2025 00:00,07-02-2025 00:00,25.79,103.39,5.44,3.76,0.2,51.37
07-02-2025 00:00,08-02-2025 00:00,40.58,117.42,5.81,4,0.31,50.67
08-02-2025 00:00,09-02-2025 00:00,37.43,122.4,4.25,2.92,0.14,49.49
09-02-2025 00:00,10-02-2025 00:00,39.84,114.46,3.81,2.6,0.83,49.47
10-02-2025 00:00,11-02-2025 00:00,42.92,120.74,4.87,3.38,0.18,49.02
11-02-2025 00:00,12-02-2025 00:00,47.54,131.21,3.56,2.5,0.22,50.5
12-02-2025 00:00,13-02-2025 00:00,36.96,117.96,3.64,2.57,0.29,51.46
13-02-2025 00:00,14-02-2025 00:00,40,124.81,5.17,3.53,0.61,51.33
14-02-2025 00:00,15-02-2025 00:00,36.2,126.97,8.92,2.58,0.69,50.86
15-02-2025 00:00,16-02-2025 00:00,33.02,117.59,27.12,3.78,0.98,51.03
16-02-2025 00:00,17-02-2025 00:00,26.31,96.61,20.98,3.75,0.76,51.13
17-02-2025 00:00,18-02-2025 00:00,29.58,111.58,9.7,2.73,0.68,51.68
18-02-2025 00:00,19-02-2025 00:00,33.53,115,8.61,2.37,0.65,50.97
19-02-2025 00:00,20-02-2025 00:00,38.75,127.21,13.31,3.77,0.93,50.75
20-02-2025 00:00,21-02-2025 00:00,43.97,130.21,13.14,3.72,0.55,51.72
21-02-2025 00:00,22-02-2025 00:00,30.31,109.79,18.09,5.08,0.8,51.53
22-02-2025 00:00,23-02-2025 00:00,37.22,121.49,18.88,5.37,0.83,51.39
23-02-2025 00:00,24-02-2025 00:00,28.1,103.44,19.16,5.32,1.43,51.19
24-02-2025 00:00,25-02-2025 00:00,21.51,104.02,20.48,5.71,0.66,51.05
25-02-2025 00:00,26-02-2025 00:00,24.13,97.99,17.27,4.01,0.83,50.88
26-02-2025 00:00,27-02-2025 00:00,31.83,96.21,28.46,5.64,0.7,50.61
27-02-2025 00:00,28-02-2025 00:00,33.82,106.28,30.21,5.98,0.79,50.75
28-02-2025 00:00,01-03-2025 00:00,38.34,111.03,35.41,7.05,0.71,51.28
01-03-2025 00:00,02-03-2025 00:00,31.3,111.58,23.26,4.56,1.18,51.11
02-03-2025 00:00,03-03-2025 00:00,14.56,81.85,26.3,5.18,1.89,51.32
03-03-2025 00:00,04-03-2025 00:00,20.51,119.85,32.78,6.52,1.6,50.84
04-03-2025 00:00,05-03-2025 00:00,25.86,126.33,35.8,7.17,1.51,50.88
05-03-2025 00:00,06-03-2025 00:00,37.91,151.89,34.96,6.97,2.62,50.1
06-03-2025 00:00,07-03-2025 00:00,33.71,118.94,27.25,5.41,1.09,50.92
07-03-2025 00:00,08-03-2025 00:00,30.06,97.26,28.12,5.54,2.6,50.71
08-03-2025 00:00,09-03-2025 00:00,50.48,141.96,23.7,4.7,1.04,50.94
09-03-2025 00:00,10-03-2025 00:00,48.08,123.78,27.54,5.53,1.33,50.78
10-03-2025 00:00,11-03-2025 00:00,26.69,92.18,26.7,5.31,1.55,50.43
11-03-2025 00:00,12-03-2025 00:00,40.73,110.62,31.64,6.29,0.69,50.31
12-03-2025 00:00,13-03-2025 00:00,37.73,121.98,30.1,5.98,0.69,49.92
13-03-2025 00:00,14-03-2025 00:00,36.26,123,24.38,4.91,0.78,50.02
14-03-2025 00:00,15-03-2025 00:00,34.53,97.08,31.2,6.19,0.65,49.97
15-03-2025 00:00,16-03-2025 00:00,30.62,112.89,30.21,6.03,0.72,50.17
16-03-2025 00:00,17-03-2025 00:00,28.25,95.54,29.64,5.88,1.01,49.7
17-03-2025 00:00,18-03-2025 00:00,21.31,91.82,29.94,5.93,3.18,50.63
18-03-2025 00:00,19-03-2025 00:00,34.51,110.69,28.4,5.67,0.77,50.93
19-03-2025 00:00,20-03-2025 00:00,15.99,104.07,20.31,4.04,1.71,50.03
20-03-2025 00:00,21-03-2025 00:00,11.35,72.06,23.16,4.62,0.6,49.98
21-03-2025 00:00,22-03-2025 00:00,18.71,104.6,24.61,4.89,0.62,50.2
22-03-2025 00:00,23-03-2025 00:00,15.48,65.08,37.15,7.45,1.02,50.57
23-03-2025 00:00,24-03-2025 00:00,None,None,None,None,None,None
