From Date,To Date,PM2.5,PM10,NO2,SO2,Ozone,CO
01-01-2025 00:00,02-01-2025 00:00,27.38,57.93,None,12.71,15.54,0.56
02-01-2025 00:00,03-01-2025 00:00,24.04,50.86,None,12.23,11.87,0.43
03-01-2025 00:00,04-01-2025 00:00,25.56,54.07,16.42,12.99,15.92,0.61
04-01-2025 00:00,05-01-2025 00:00,23.87,50.51,15.35,12.64,15.32,0.75
05-01-2025 00:00,06-01-2025 00:00,25.55,54.07,15.48,12.84,19.09,0.48
06-01-2025 00:00,07-01-2025 00:00,25.13,53.17,15.35,13.8,21.6,0.64
07-01-2025 00:00,08-01-2025 00:00,33.15,70.13,20.46,12.16,16.55,1.13
08-01-2025 00:00,09-01-2025 00:00,50.1,106.01,33.7,9.88,17.85,0.89
09-01-2025 00:00,10-01-2025 00:00,50.45,106.57,9.92,12.23,20.99,0.79
10-01-2025 00:00,11-01-2025 00:00,53.69,113.6,24.39,12.3,23,0.61
11-01-2025 00:00,12-01-2025 00:00,31.56,66.78,25.32,12.24,28.9,0.33
12-01-2025 00:00,13-01-2025 00:00,38.39,81.04,19.21,12.27,16.18,0.6
13-01-2025 00:00,14-01-2025 00:00,33.73,71.37,18.73,12.23,12.88,0.52
14-01-2025 00:00,15-01-2025 00:00,23.02,48.77,17.43,12.25,16.24,2.52
15-01-2025 00:00,16-01-2025 00:00,21.74,45.99,15.97,12.36,22.64,1.64
16-01-2025 00:00,17-01-2025 00:00,37.98,80.36,15.94,12.29,36.52,0.65
17-01-2025 00:00,18-01-2025 00:00,51.1,108.13,16.51,12.19,35.02,0.48
18-01-2025 00:00,19-01-2025 00:00,44.16,93.43,16.41,12.36,40.39,0.69
19-01-2025 00:00,20-01-2025 00:00,32.47,68.68,15.77,12.26,20.97,0.69
20-01-2025 00:00,21-01-2025 00:00,46.23,97.82,16.3,12.31,23.62,0.4
21-01-2025 00:00,22-01-2025 00:00,49.36,104.07,17.34,12.28,40.64,0.45
22-01-2025 00:00,23-01-2025 00:00,48.68,103,17.41,12.35,22.38,0.43
23-01-2025 00:00,24-01-2025 00:00,42.19,89.26,16.86,12.24,14.1,0.45
24-01-2025 00:00,25-01-2025 00:00,34.4,72.79,16.47,12.28,12.44,0.59
