From Date,To Date,PM2.5,PM10,NO2,SO2,Ozone,CO
01-01-2025 00:00,02-01-2025 00:00,75.62,145.38,16.29,23.09,27.41,0.95
02-01-2025 00:00,03-01-2025 00:00,62.54,146.77,16.47,21.68,21.58,0.96
03-01-2025 00:00,04-01-2025 00:00,60.7,144.88,17.95,20.76,17.53,1.05
04-01-2025 00:00,05-01-2025 00:00,71.64,165.74,18.88,13.06,20.04,1.09
05-01-2025 00:00,06-01-2025 00:00,67.12,127.62,12.89,10.43,35.7,0.74
06-01-2025 00:00,07-01-2025 00:00,73.03,131.09,12.57,9.61,37.42,0.72
07-01-2025 00:00,08-01-2025 00:00,75.41,142.78,11.25,12.21,35.11,0.64
08-01-2025 00:00,09-01-2025 00:00,78.99,158.3,13.46,18.12,37.6,0.78
09-01-2025 00:00,10-01-2025 00:00,80.29,165.16,13.7,16.32,25.09,0.75
10-01-2025 00:00,11-01-2025 00:00,80.08,156.02,12.73,9.18,44.3,0.72
11-01-2025 00:00,12-01-2025 00:00,69.77,114.72,11.11,9.21,47.55,0.62
12-01-2025 00:00,13-01-2025 00:00,73.1,117.76,11.75,9.54,49.09,0.67
13-01-2025 00:00,14-01-2025 00:00,73.07,125.16,13.4,8.78,35.45,0.78
14-01-2025 00:00,15-01-2025 00:00,72.7,122.08,14.09,8.49,28.45,0.79
15-01-2025 00:00,16-01-2025 00:00,53.11,82.74,10.57,9.42,35.84,0.59
16-01-2025 00:00,17-01-2025 00:00,67.06,109.93,12.14,8.17,35.95,0.7
17-01-2025 00:00,18-01-2025 00:00,79,159.4,12.15,11.75,34.05,0.69
18-01-2025 00:00,19-01-2025 00:00,79.62,167.47,14.85,10.4,31.04,0.88
19-01-2025 00:00,20-01-2025 00:00,79.71,162.65,16.98,13.11,33.68,1.02
20-01-2025 00:00,21-01-2025 00:00,64.54,144.98,15.28,18.46,20.55,0.9
21-01-2025 00:00,22-01-2025 00:00,63.93,150.21,17.17,12.51,21.69,1.04
22-01-2025 00:00,23-01-2025 00:00,67.74,141.42,13.57,11.94,30.78,0.75
23-01-2025 00:00,24-01-2025 00:00,66.13,114.74,13.42,9.81,36.12,0.76
24-01-2025 00:00,25-01-2025 00:00,52.34,105.88,12.49,9.91,34.58,0.73
25-01-2025 00:00,26-01-2025 00:00,42.01,100.85,9.76,8.37,27.72,0.52
26-01-2025 00:00,27-01-2025 00:00,51.68,111.5,12.45,11.07,27.88,0.72
27-01-2025 00:00,28-01-2025 00:00,60.51,128.73,11.27,12.45,26.41,0.76
28-01-2025 00:00,29-01-2025 00:00,67.24,131.1,11.09,10.32,50.38,0.61
29-01-2025 00:00,30-01-2025 00:00,65.58,122.39,10.57,11.93,46.54,0.57
30-01-2025 00:00,31-01-2025 00:00,74.44,131.97,11.64,9.93,45.11,0.66
31-01-2025 00:00,01-02-2025 00:00,63.87,133.07,12.11,9.71,36.06,0.68
01-02-2025 00:00,02-02-2025 00:00,45.86,106.05,11.54,9.26,28.09,0.64
02-02-2025 00:00,03-02-2025 00:00,43.25,94.87,10.93,10.94,34.16,0.61
03-02-2025 00:00,04-02-2025 00:00,35.32,90.75,9.02,8.66,30.83,0.62
04-02-2025 00:00,05-02-2025 00:00,46.61,109.08,12.14,9.06,33.24,0.69
05-02-2025 00:00,06-02-2025 00:00,47.8,105.1,11.59,10.2,40.58,0.63
06-02-2025 00:00,07-02-2025 00:00,44.96,92.53,9.08,10.32,35.11,0.49
07-02-2025 00:00,08-02-2025 00:00,66.3,132.07,12.84,11.31,36.83,0.74
08-02-2025 00:00,09-02-2025 00:00,66.02,140.29,12.2,13.52,18.48,0.76
09-02-2025 00:00,10-02-2025 00:00,72.17,143.34,13.51,11.33,37.09,0.78
10-02-2025 00:00,11-02-2025 00:00,67.74,122.46,10.33,9.72,38.14,0.7
11-02-2025 00:00,12-02-2025 00:00,73.86,136.87,11.37,11.66,38.94,0.63
12-02-2025 00:00,13-02-2025 00:00,63.83,138.6,13.81,9.16,29.96,0.8
13-02-2025 00:00,14-02-2025 00:00,65.62,147.61,15.98,11.31,27.9,0.95
14-02-2025 00:00,15-02-2025 00:00,64.85,148.66,16.46,15.77,25.02,0.98
15-02-2025 00:00,16-02-2025 00:00,62.02,148.29,15.07,15.28,24.1,0.89
16-02-2025 00:00,17-02-2025 00:00,59.65,139.68,14.81,12.12,21.91,0.85
17-02-2025 00:00,18-02-2025 00:00,49.02,115.62,12.81,10.45,28.95,0.74
18-02-2025 00:00,19-02-2025 00:00,54.02,112.47,10.54,12.65,34.8,0.57
19-02-2025 00:00,20-02-2025 00:00,57.92,113.62,10.92,10.86,41.66,0.61
20-02-2025 00:00,21-02-2025 00:00,65.88,140,12.11,12.28,34.34,0.7
21-02-2025 00:00,22-02-2025 00:00,56.45,126.45,11.56,11.83,32.91,0.67
22-02-2025 00:00,23-02-2025 00:00,56.6,140.13,16.59,15.81,27.82,1.01
23-02-2025 00:00,24-02-2025 00:00,57.49,142.08,15.14,14.38,29.11,0.91
24-02-2025 00:00,25-02-2025 00:00,42.73,116.51,11.8,11.69,34.83,0.61
25-02-2025 00:00,26-02-2025 00:00,40.09,103.17,10.37,11.17,45.05,0.57
26-02-2025 00:00,27-02-2025 00:00,56.07,125.99,15.03,12.94,41.77,0.71
27-02-2025 00:00,28-02-2025 00:00,57.3,118.56,10.52,14.35,55,0.58
28-02-2025 00:00,01-03-2025 00:00,62.92,127.39,10.44,15.25,58.47,0.58
01-03-2025 00:00,02-03-2025 00:00,50.54,102.76,10.66,12.77,50.28,0.58
02-03-2025 00:00,03-03-2025 00:00,38.48,93.54,11.62,13.09,36.49,0.65
03-03-2025 00:00,04-03-2025 00:00,45.07,119.87,12.16,8.96,32.19,0.69
04-03-2025 00:00,05-03-2025 00:00,66.12,158.71,18.1,20.8,34.24,1.09
05-03-2025 00:00,06-03-2025 00:00,65.33,171.61,16.34,19.54,35.3,0.97
06-03-2025 00:00,07-03-2025 00:00,55.11,137.13,15.53,15.32,30.81,0.79
07-03-2025 00:00,08-03-2025 00:00,65.13,145.33,17.21,20.57,31.69,1.03
08-03-2025 00:00,09-03-2025 00:00,64,140.91,18.87,14.18,38.92,1.14
09-03-2025 00:00,10-03-2025 00:00,64.05,133.8,13.36,10.77,49.18,0.75
10-03-2025 00:00,11-03-2025 00:00,45.18,91.77,8.1,11.16,49.99,0.53
11-03-2025 00:00,12-03-2025 00:00,59.76,118.04,11.78,12.85,62.53,0.67
12-03-2025 00:00,13-03-2025 00:00,65.79,140.93,14.02,14.65,53.54,0.82
