From Date,To Date,PM2.5,PM10,NO2,SO2,Ozone,CO
01-01-2025 00:00,02-01-2025 00:00,None,None,29.96,10.74,52.33,0.82
02-01-2025 00:00,03-01-2025 00:00,None,None,34.78,10.01,46.43,0.81
03-01-2025 00:00,04-01-2025 00:00,None,None,22.41,10.42,47.38,0.76
04-01-2025 00:00,05-01-2025 00:00,None,None,None,None,None,None
05-01-2025 00:00,06-01-2025 00:00,None,None,None,None,None,None
06-01-2025 00:00,07-01-2025 00:00,None,None,35.26,4.26,58.75,0.58
07-01-2025 00:00,08-01-2025 00:00,None,None,57.65,6.74,45.01,0.72
08-01-2025 00:00,09-01-2025 00:00,None,None,49.97,13.94,58.65,0.67
09-01-2025 00:00,10-01-2025 00:00,None,None,46.33,8.22,59.38,0.7
10-01-2025 00:00,11-01-2025 00:00,None,None,49.62,7.96,58.07,0.73
11-01-2025 00:00,12-01-2025 00:00,None,None,None,None,None,None
12-01-2025 00:00,13-01-2025 00:00,None,None,None,None,None,None
13-01-2025 00:00,14-01-2025 00:00,None,None,51.34,13.9,41.61,1.01
14-01-2025 00:00,15-01-2025 00:00,None,None,41.98,17.98,40.99,0.62
15-01-2025 00:00,16-01-2025 00:00,None,None,64.63,11.33,27.9,0.9
16-01-2025 00:00,17-01-2025 00:00,None,None,89.93,5.31,31.74,0.91
17-01-2025 00:00,18-01-2025 00:00,None,None,54.49,8.24,27.19,1.01
18-01-2025 00:00,19-01-2025 00:00,None,None,45.29,8.68,37.97,0.79
19-01-2025 00:00,20-01-2025 00:00,None,None,46.8,14.8,45.91,0.89
20-01-2025 00:00,21-01-2025 00:00,None,None,55.32,11.93,40.18,1.18
21-01-2025 00:00,22-01-2025 00:00,None,None,56.7,5.43,41.72,1.16
22-01-2025 00:00,23-01-2025 00:00,None,None,62.83,4.43,31.27,1.34
23-01-2025 00:00,24-01-2025 00:00,None,None,54.76,8.62,47.8,0.85
24-01-2025 00:00,25-01-2025 00:00,None,None,57.63,11.18,60.15,1.23
25-01-2025 00:00,26-01-2025 00:00,None,None,55.08,6.27,90.55,1.28
26-01-2025 00:00,27-01-2025 00:00,None,None,52.55,3.71,86.05,1.43
27-01-2025 00:00,28-01-2025 00:00,None,None,53.14,15.06,70.47,1.05
28-01-2025 00:00,29-01-2025 00:00,None,None,52.47,11.64,71.89,1.08
29-01-2025 00:00,30-01-2025 00:00,None,None,51.05,15.96,52.99,0.82
