From Date,To Date,PM2.5,PM10,NO2,SO2,CO,Ozone
01-01-2025 00:00,02-01-2025 00:00,155.56,215.5,58.88,8.69,1.56,15.39
02-01-2025 00:00,03-01-2025 00:00,180.56,238.41,58.39,9.55,1.91,14.7
03-01-2025 00:00,04-01-2025 00:00,245.67,337.46,122.75,16.95,3.54,14.35
04-01-2025 00:00,05-01-2025 00:00,212.56,266.54,115.91,12.8,2.96,12.73
05-01-2025 00:00,06-01-2025 00:00,112.02,148.31,63.51,14.7,0.95,12.19
06-01-2025 00:00,07-01-2025 00:00,122.05,160.6,55.55,14.52,1.01,12.6
07-01-2025 00:00,08-01-2025 00:00,100.22,143.08,50.84,11.44,1.68,15.06
08-01-2025 00:00,09-01-2025 00:00,128.37,164.03,90.02,10.53,1.98,16.94
09-01-2025 00:00,10-01-2025 00:00,285.44,313.39,201.3,10.66,3.7,17.32
10-01-2025 00:00,11-01-2025 00:00,216.69,246.97,159.55,10.8,2.95,13.19
11-01-2025 00:00,12-01-2025 00:00,128.29,144.56,63.14,8.94,1.48,13.39
12-01-2025 00:00,13-01-2025 00:00,142.26,156.41,85.55,10.34,1.8,13.54
13-01-2025 00:00,14-01-2025 00:00,108.52,122.95,45.39,9.8,1.2,14.99
14-01-2025 00:00,15-01-2025 00:00,151.45,171.4,94.43,15.45,2.22,19.83
15-01-2025 00:00,16-01-2025 00:00,217.68,246.68,182.34,11.68,3.16,13.11
16-01-2025 00:00,17-01-2025 00:00,160.91,179.61,107.95,15.94,2.42,13.59
17-01-2025 00:00,18-01-2025 00:00,121.96,147.44,56.94,11.76,1.15,14.68
18-01-2025 00:00,19-01-2025 00:00,136.02,165.46,78.8,12.79,1.53,21.03
19-01-2025 00:00,20-01-2025 00:00,229.38,262.57,162.7,12.61,2.4,18.17
20-01-2025 00:00,21-01-2025 00:00,156.88,183.87,62.33,11.52,1.09,21.92
21-01-2025 00:00,22-01-2025 00:00,147.82,177.96,50.61,9.52,0.93,29.75
22-01-2025 00:00,23-01-2025 00:00,135.62,171.45,106.74,10.77,1.75,24.88
23-01-2025 00:00,24-01-2025 00:00,102.11,136.21,96.35,8.87,1.22,23.33
24-01-2025 00:00,25-01-2025 00:00,76.49,107.18,46.18,6.35,0.68,31.9
25-01-2025 00:00,26-01-2025 00:00,68.01,103.82,48.65,8.43,0.72,34.79
26-01-2025 00:00,27-01-2025 00:00,90.23,127.84,72.36,10.38,1.02,33.58
27-01-2025 00:00,28-01-2025 00:00,107.77,153.79,75.47,9.76,1.13,30.63
28-01-2025 00:00,29-01-2025 00:00,111,178.15,124.68,11.42,1.79,33.04
29-01-2025 00:00,30-01-2025 00:00,221.67,290.68,199.1,11.86,2.87,18.51
30-01-2025 00:00,31-01-2025 00:00,165.96,223.98,137.6,14.04,2.05,16.62
31-01-2025 00:00,01-02-2025 00:00,170.72,230.09,163.94,12.53,2.16,17.22
01-02-2025 00:00,02-02-2025 00:00,170.26,231.74,109.13,12.56,1.92,16.23
02-02-2025 00:00,03-02-2025 00:00,114.28,166.63,58.06,9.98,1,16.19
03-02-2025 00:00,04-02-2025 00:00,90.14,143.46,83.64,6.81,1.3,22.46
04-02-2025 00:00,05-02-2025 00:00,170.44,226.83,107.45,11.72,1.63,16.86
05-02-2025 00:00,06-02-2025 00:00,91.13,120.52,46.95,14.53,0.58,27.85
06-02-2025 00:00,07-02-2025 00:00,78.07,105.12,41.34,10.98,0.39,37.77
07-02-2025 00:00,08-02-2025 00:00,62.34,96,40.77,13.85,0.33,42.88
08-02-2025 00:00,09-02-2025 00:00,76.61,118.19,64.24,11.01,0.71,38.93
09-02-2025 00:00,10-02-2025 00:00,129.08,167.67,124.09,17.73,1.36,32.92
10-02-2025 00:00,11-02-2025 00:00,154.14,187.87,195.46,11.12,2.52,25.42
11-02-2025 00:00,12-02-2025 00:00,151.27,183.81,146.1,15.44,2.29,33.23
12-02-2025 00:00,13-02-2025 00:00,93.05,134.7,71.28,14.05,1.03,33.57
13-02-2025 00:00,14-02-2025 00:00,53.52,109.94,35.23,12.83,0.64,49.29
14-02-2025 00:00,15-02-2025 00:00,60.6,117.22,42.38,13.79,0.77,44.31
15-02-2025 00:00,16-02-2025 00:00,103.29,176.63,101.47,15.83,1.77,36.02
16-02-2025 00:00,17-02-2025 00:00,178.34,254.79,137.05,17.36,1.98,24.88
17-02-2025 00:00,18-02-2025 00:00,113.09,186.47,148.89,13.32,2.06,31.21
18-02-2025 00:00,19-02-2025 00:00,90.02,159.34,119.71,10.94,1.93,17.84
19-02-2025 00:00,20-02-2025 00:00,81.65,147.95,80.98,15.44,1.5,25.14
20-02-2025 00:00,21-02-2025 00:00,72.66,120.55,72.13,14.1,1.4,9.41
21-02-2025 00:00,22-02-2025 00:00,98.05,149.36,65.75,16.63,1.32,17
22-02-2025 00:00,23-02-2025 00:00,66.64,93.76,33.75,11.22,0.99,21.33
23-02-2025 00:00,24-02-2025 00:00,75.63,116.2,51.34,12.31,1.19,24.82
24-02-2025 00:00,25-02-2025 00:00,89.23,137.14,75.29,18.09,1.52,20.79
25-02-2025 00:00,26-02-2025 00:00,106.75,166.47,99.76,15.59,2.32,25.22
26-02-2025 00:00,27-02-2025 00:00,137.83,231.36,102.99,28.27,2.7,12.03
27-02-2025 00:00,28-02-2025 00:00,109.19,162.4,67.4,14.1,1.77,8.52
28-02-2025 00:00,01-03-2025 00:00,121.25,160.95,48.4,17.67,1.39,8.56
01-03-2025 00:00,02-03-2025 00:00,83.6,125.16,36.04,16.28,1.32,8.58
02-03-2025 00:00,03-03-2025 00:00,51.03,97.31,41.59,13.95,1.2,14.18
03-03-2025 00:00,04-03-2025 00:00,57.01,130.85,71.9,21.96,1.54,23.66
04-03-2025 00:00,05-03-2025 00:00,50.09,115.95,28.2,17.64,1,24.18
05-03-2025 00:00,06-03-2025 00:00,27.66,78.52,19.66,15.44,0.74,42.05
06-03-2025 00:00,07-03-2025 00:00,46.16,102.57,41.31,15.5,1.29,40.62
07-03-2025 00:00,08-03-2025 00:00,87.93,159.06,82.6,19.5,2.04,27.64
08-03-2025 00:00,09-03-2025 00:00,71.62,132.29,68.74,15.97,2,28.73
09-03-2025 00:00,10-03-2025 00:00,104.99,192.15,129.49,24.7,2.89,15.92
10-03-2025 00:00,11-03-2025 00:00,97.77,177.18,79.64,13.67,1.83,12.24
11-03-2025 00:00,12-03-2025 00:00,120.27,217.77,101,15.35,1.68,17.94
12-03-2025 00:00,13-03-2025 00:00,90.57,153.42,41.32,12.69,0.87,20.76
13-03-2025 00:00,14-03-2025 00:00,75.24,134.24,35.15,14.46,0.81,23
14-03-2025 00:00,15-03-2025 00:00,78.95,121.62,47.1,8.14,1.19,20.81
15-03-2025 00:00,16-03-2025 00:00,30.22,62.04,24.88,10.56,0.48,16.3
16-03-2025 00:00,17-03-2025 00:00,47.38,80.02,28.46,11.81,0.49,21.72
17-03-2025 00:00,18-03-2025 00:00,51.24,88.3,30.69,12.19,0.53,23.37
18-03-2025 00:00,19-03-2025 00:00,51.26,91.15,30.54,9.93,0.6,31.2
19-03-2025 00:00,20-03-2025 00:00,61.72,115.38,43.46,7.6,0.78,31.39
20-03-2025 00:00,21-03-2025 00:00,74.56,147.94,91.96,9.52,1.29,14.87
21-03-2025 00:00,22-03-2025 00:00,54.18,99.82,30.83,9.06,0.93,20.29
22-03-2025 00:00,23-03-2025 00:00,61.08,120.09,52.24,9.01,1.39,23.4
23-03-2025 00:00,24-03-2025 00:00,64.36,130.13,77.22,12.78,1.41,22.09
24-03-2025 00:00,25-03-2025 00:00,88.51,154.8,100.33,10.9,1.77,22.82
25-03-2025 00:00,26-03-2025 00:00,102.56,183.6,117.37,16.22,2.02,23.8
26-03-2025 00:00,27-03-2025 00:00,94.33,173.21,103.92,11.41,2.28,20.4
27-03-2025 00:00,28-03-2025 00:00,117.96,219.06,120.2,11.75,2.18,15.17
28-03-2025 00:00,29-03-2025 00:00,41.87,128.6,27.01,16.01,0.72,32.39
29-03-2025 00:00,30-03-2025 00:00,36.63,99.12,20.84,10.92,0.39,47.29
30-03-2025 00:00,31-03-2025 00:00,39.31,85.46,19.1,15.08,0.43,45.23
31-03-2025 00:00,01-04-2025 00:00,64.54,107.13,26.7,15.51,0.6,36.67
01-04-2025 00:00,02-04-2025 00:00,65.45,126,33.67,13.33,0.56,35.25
02-04-2025 00:00,03-04-2025 00:00,96.71,185.78,78.95,17.85,1.39,29.09
03-04-2025 00:00,04-04-2025 00:00,74.35,160.01,91.27,12.28,1.24,21.16
04-04-2025 00:00,05-04-2025 00:00,83.82,196.02,77.16,14.06,1.01,13.95
05-04-2025 00:00,06-04-2025 00:00,59.35,113.36,25.14,10.74,0.62,17.43
06-04-2025 00:00,07-04-2025 00:00,85.72,154.57,60.37,15.34,1.36,15.29
07-04-2025 00:00,08-04-2025 00:00,105.08,205.73,133.32,14.04,1.87,10.77
08-04-2025 00:00,09-04-2025 00:00,95.88,201.64,61.14,16.33,1.2,7.5
09-04-2025 00:00,10-04-2025 00:00,98.79,191.07,37.8,14.62,1.14,9.94
10-04-2025 00:00,11-04-2025 00:00,67.63,202.64,40.78,16.09,0.96,13.78
11-04-2025 00:00,12-04-2025 00:00,44.67,123.66,21.15,6.01,0.96,11.45
12-04-2025 00:00,13-04-2025 00:00,53.95,94.51,21.78,8.96,0.97,17.01
13-04-2025 00:00,14-04-2025 00:00,62.15,120.24,51.03,11.48,1.38,17.88
14-04-2025 00:00,15-04-2025 00:00,67.17,141.87,50.9,10.43,1.28,12.19
15-04-2025 00:00,16-04-2025 00:00,63.75,141.4,49.87,8.57,1.46,12.38
16-04-2025 00:00,17-04-2025 00:00,83.18,172.93,60.79,8.49,1.56,18.18
17-04-2025 00:00,18-04-2025 00:00,67.31,158.52,43.46,10.02,1.45,19.42
18-04-2025 00:00,19-04-2025 00:00,66.77,161.22,27.09,10.99,1.07,20.28
19-04-2025 00:00,20-04-2025 00:00,50.71,120.42,26.3,10.94,1.09,13.83
20-04-2025 00:00,21-04-2025 00:00,53.25,122.08,26.54,6.2,1.13,13.74
21-04-2025 00:00,22-04-2025 00:00,76.08,176.64,39.7,9.43,1.2,13.39
22-04-2025 00:00,23-04-2025 00:00,74.65,162.85,56.9,7.45,1.11,19.7
23-04-2025 00:00,24-04-2025 00:00,78.3,160.38,51,10.94,0.93,28.76
24-04-2025 00:00,25-04-2025 00:00,100.14,179.51,95.54,12.96,1.59,26.35
25-04-2025 00:00,26-04-2025 00:00,95.75,189.55,121.38,10.48,1.95,27.41
26-04-2025 00:00,27-04-2025 00:00,89.8,172.99,102.52,10.77,1.53,24.79
27-04-2025 00:00,28-04-2025 00:00,77.39,182.28,72.89,7.52,1.2,23.4
28-04-2025 00:00,29-04-2025 00:00,98.11,208.12,72.81,10,1.31,20.48
29-04-2025 00:00,30-04-2025 00:00,60.79,148.97,42.42,6.58,0.96,18.88
30-04-2025 00:00,01-05-2025 00:00,70.88,146.35,43.97,7.89,1.05,18.27
01-05-2025 00:00,02-05-2025 00:00,71.72,138.09,39.77,11.75,1,18.11
02-05-2025 00:00,03-05-2025 00:00,49,102.6,47.4,4.95,1.15,9.82
03-05-2025 00:00,04-05-2025 00:00,87.31,158.71,66.18,4.97,1.32,8.14
04-05-2025 00:00,05-05-2025 00:00,93.82,169.95,55.11,6.01,1.26,10.24
05-05-2025 00:00,06-05-2025 00:00,42.4,84.35,38.99,6.34,0.89,11.74
06-05-2025 00:00,07-05-2025 00:00,58.73,113.25,50.23,8.96,1.02,10.12
07-05-2025 00:00,08-05-2025 00:00,48.82,102.62,42.38,6.41,1.09,11.89
08-05-2025 00:00,09-05-2025 00:00,81.8,155.19,71.75,8.9,1.36,9.02
09-05-2025 00:00,10-05-2025 00:00,67.62,128.03,55.94,8.81,1.35,9.61
10-05-2025 00:00,11-05-2025 00:00,83.32,141.29,49.07,14.1,1.41,14.06
11-05-2025 00:00,12-05-2025 00:00,59.92,115.45,33.1,13.32,1.07,19.9
12-05-2025 00:00,13-05-2025 00:00,47.11,101.03,34.95,15.06,1.05,28.12
13-05-2025 00:00,14-05-2025 00:00,26.82,85.24,35.02,12.05,0.91,21.71
14-05-2025 00:00,15-05-2025 00:00,49.09,137.74,53.06,14.93,1.27,17.49
15-05-2025 00:00,16-05-2025 00:00,151.2,258.41,43.07,16.56,1.13,21.49
16-05-2025 00:00,17-05-2025 00:00,79.79,209.45,63.24,9.88,1.53,20.47
17-05-2025 00:00,18-05-2025 00:00,42.36,122.42,51.63,10.7,1.18,20.82
18-05-2025 00:00,19-05-2025 00:00,55.99,143.21,45.22,11.58,1.22,20.96
19-05-2025 00:00,20-05-2025 00:00,74.08,164.42,33.89,9.05,1.29,18.37
20-05-2025 00:00,21-05-2025 00:00,70.44,164.62,28.32,12.97,1.27,19.23
21-05-2025 00:00,22-05-2025 00:00,61.83,161,32.6,8.62,1.16,18.47
22-05-2025 00:00,23-05-2025 00:00,29.29,65.65,35.41,9.89,0.99,20.12
23-05-2025 00:00,24-05-2025 00:00,48.93,87.95,33,12.44,1.07,19.89
24-05-2025 00:00,25-05-2025 00:00,75.45,131.61,28.98,9.41,1.09,20.87
25-05-2025 00:00,26-05-2025 00:00,41.36,88.97,24.93,11.96,1.01,19.68
26-05-2025 00:00,27-05-2025 00:00,63.52,121.95,31.13,9.27,1.27,18.12
27-05-2025 00:00,28-05-2025 00:00,59.09,118.95,21.5,11.42,1.2,18.38
28-05-2025 00:00,29-05-2025 00:00,65.19,126.95,27.5,12.19,1.19,18.69
29-05-2025 00:00,30-05-2025 00:00,66.89,135.12,21.38,11.61,1.11,18.52
30-05-2025 00:00,31-05-2025 00:00,66.94,148.88,38.88,16.44,1.16,16.68
31-05-2025 00:00,01-06-2025 00:00,75.05,194.58,67.96,22.59,1.37,15.79
01-06-2025 00:00,02-06-2025 00:00,48.98,148.34,30.83,21.3,0.53,15.73
02-06-2025 00:00,03-06-2025 00:00,57.88,122.57,33.5,20.91,0.53,18.8
03-06-2025 00:00,04-06-2025 00:00,52.15,124.08,41.17,21.44,0.79,20.52
04-06-2025 00:00,05-06-2025 00:00,60.69,147.47,31.12,20.73,0.64,20.88
05-06-2025 00:00,06-06-2025 00:00,51.73,120.74,30.21,24.55,0.66,28.92
06-06-2025 00:00,07-06-2025 00:00,45.61,122.72,35.77,22.23,0.8,25.76
07-06-2025 00:00,08-06-2025 00:00,71.72,165.93,51.32,20.73,1.13,23.44
08-06-2025 00:00,09-06-2025 00:00,78.25,178.48,46.65,21.51,1.14,17.52
09-06-2025 00:00,10-06-2025 00:00,76.99,199.63,45.52,21.41,0.84,20.53
10-06-2025 00:00,11-06-2025 00:00,51.82,187.69,50.96,16.52,1.23,20.84
11-06-2025 00:00,12-06-2025 00:00,72.23,204.94,68.08,12.88,1.62,23.74
12-06-2025 00:00,13-06-2025 00:00,72.72,156.12,25.37,13.17,1.41,14.36
13-06-2025 00:00,14-06-2025 00:00,58.78,138.29,22.07,12.19,1.29,14.28
14-06-2025 00:00,15-06-2025 00:00,62.41,123.2,20.6,12.97,1.34,17.45
15-06-2025 00:00,16-06-2025 00:00,46.34,102.75,22.09,10.59,1.21,15.33
16-06-2025 00:00,17-06-2025 00:00,47.06,92.46,26.09,12.97,1.33,15.17
17-06-2025 00:00,18-06-2025 00:00,40.67,67.82,19.33,11.06,1.24,14.89
18-06-2025 00:00,19-06-2025 00:00,54.97,93.6,32.93,8.31,1.34,14.28
19-06-2025 00:00,20-06-2025 00:00,38.29,66.87,41.16,8.98,1.24,14.19
20-06-2025 00:00,21-06-2025 00:00,32.7,53.91,39.98,9.19,1.15,9.65
21-06-2025 00:00,22-06-2025 00:00,39.03,69.21,39.47,9.03,1.19,0.56
22-06-2025 00:00,23-06-2025 00:00,48.94,87.69,43.69,4.21,1.24,0.45
23-06-2025 00:00,24-06-2025 00:00,53.53,94.03,39.77,5.57,1.28,0.77
24-06-2025 00:00,25-06-2025 00:00,49.62,82.48,37.59,9.76,1.24,0.73
25-06-2025 00:00,26-06-2025 00:00,None,None,None,None,None,None
26-06-2025 00:00,27-06-2025 00:00,24.06,64,40.66,25.7,1.9,14.12
27-06-2025 00:00,28-06-2025 00:00,25.8,63.15,54.59,6.41,1.13,3.44
28-06-2025 00:00,29-06-2025 00:00,35.81,75.96,60.27,7.29,1.25,3.57
29-06-2025 00:00,30-06-2025 00:00,49.66,80.43,57.13,5.14,1.29,3.56
30-06-2025 00:00,01-07-2025 00:00,43.57,83.42,55.61,9.26,1.38,9.67
01-07-2025 00:00,02-07-2025 00:00,36.09,69.95,57.61,12.56,1.24,14.82
02-07-2025 00:00,03-07-2025 00:00,31.67,70.68,59.19,12.5,1.24,14.85
03-07-2025 00:00,04-07-2025 00:00,32.26,64.57,65.14,15.5,1.16,15.28
04-07-2025 00:00,05-07-2025 00:00,33.2,86.61,64.44,13.24,1.27,15.24
05-07-2025 00:00,06-07-2025 00:00,38.02,92.74,66.42,14.91,1.2,15.12
06-07-2025 00:00,07-07-2025 00:00,45.5,80.33,67,16.93,1.28,15.01
07-07-2025 00:00,08-07-2025 00:00,23.11,42.94,65.15,12.03,1.16,16.29
08-07-2025 00:00,09-07-2025 00:00,43.26,64.35,66.73,14.04,1.28,16.12
09-07-2025 00:00,10-07-2025 00:00,26.44,34.28,66.08,16,1.03,16.92
10-07-2025 00:00,11-07-2025 00:00,17.62,19.82,65.48,14.85,1.22,15.88
11-07-2025 00:00,12-07-2025 00:00,None,None,64.31,15.53,1.42,15.7
12-07-2025 00:00,13-07-2025 00:00,None,None,68.39,11.63,1.31,16.04
13-07-2025 00:00,14-07-2025 00:00,None,None,72.92,14.29,1.26,16.35
14-07-2025 00:00,15-07-2025 00:00,None,None,71.47,11.77,1.17,15.87
15-07-2025 00:00,16-07-2025 00:00,None,None,71.04,11.51,1.11,16.07
16-07-2025 00:00,17-07-2025 00:00,34.83,48.1,68.76,13.25,1.22,15.41
