From Date,To Date,PM2.5,PM10,NO2,SO2,CO,Ozone
01-01-2025 00:00,02-01-2025 00:00,49.79,104.88,27.98,8.57,0.79,28.41
02-01-2025 00:00,03-01-2025 00:00,53.77,126.89,23.99,8.24,0.75,31.14
03-01-2025 00:00,04-01-2025 00:00,61.71,163.68,30.67,9.06,0.89,34.6
04-01-2025 00:00,05-01-2025 00:00,57.61,179.89,26.64,9.21,0.87,34.14
05-01-2025 00:00,06-01-2025 00:00,51.57,160.64,25.09,8.23,0.98,28.39
06-01-2025 00:00,07-01-2025 00:00,89.94,207.9,41.59,11.84,1.23,25.24
07-01-2025 00:00,08-01-2025 00:00,125.39,194.93,37.35,9.64,1.1,29.78
08-01-2025 00:00,09-01-2025 00:00,53.58,106.98,22.18,9.02,0.76,39.46
09-01-2025 00:00,10-01-2025 00:00,62.29,120.18,23.27,9.45,0.78,42.53
10-01-2025 00:00,11-01-2025 00:00,87.63,151.1,29.06,9.08,0.8,45.41
11-01-2025 00:00,12-01-2025 00:00,83.62,261.71,53.72,9.03,1.6,7.19
12-01-2025 00:00,13-01-2025 00:00,78.26,184.06,36.2,9.63,1.08,41.67
13-01-2025 00:00,14-01-2025 00:00,125.79,217.37,41.89,9.39,1.13,37.52
14-01-2025 00:00,15-01-2025 00:00,116.96,212.8,38.9,11.22,1.08,40.09
15-01-2025 00:00,16-01-2025 00:00,72.49,137.31,27.02,9.6,0.72,68.11
16-01-2025 00:00,17-01-2025 00:00,60.35,138.28,27.6,9.7,0.78,57.86
17-01-2025 00:00,18-01-2025 00:00,63.32,158.18,32.29,9.61,0.85,57.4
18-01-2025 00:00,19-01-2025 00:00,66.94,162.58,33,10.04,0.9,59.77
19-01-2025 00:00,20-01-2025 00:00,71.22,148.81,34.04,10.47,0.88,65.72
20-01-2025 00:00,21-01-2025 00:00,68.02,144.1,30.75,9.89,0.84,65.19
21-01-2025 00:00,22-01-2025 00:00,94.97,209.58,43.06,10.16,1.17,60.84
22-01-2025 00:00,23-01-2025 00:00,93.47,207.95,42.71,11.37,1.2,59.93
23-01-2025 00:00,24-01-2025 00:00,96.35,185.3,28.76,9.86,1.06,55.58
24-01-2025 00:00,25-01-2025 00:00,107.56,158.7,26.26,10.09,1.01,61.94
25-01-2025 00:00,26-01-2025 00:00,107.47,156.16,27.28,9.52,0.97,52.29
26-01-2025 00:00,27-01-2025 00:00,83.49,133.82,25.04,10.21,0.76,75.18
27-01-2025 00:00,28-01-2025 00:00,86.19,175.35,39.87,9.41,0.92,54.89
28-01-2025 00:00,29-01-2025 00:00,85.72,195.81,41.4,10.2,1.02,66.08
29-01-2025 00:00,30-01-2025 00:00,51.36,122.53,23.43,8.55,0.71,66.33
30-01-2025 00:00,31-01-2025 00:00,53.8,120.2,21.37,10.23,0.64,54.76
31-01-2025 00:00,01-02-2025 00:00,49.75,113.02,24.23,10.3,0.67,30.45
01-02-2025 00:00,02-02-2025 00:00,43.79,113.03,24.25,8.72,0.75,17.07
02-02-2025 00:00,03-02-2025 00:00,60.22,141.49,24.55,9.24,0.81,19.68
03-02-2025 00:00,04-02-2025 00:00,69.68,145.72,25.82,10.12,0.95,39.33
04-02-2025 00:00,05-02-2025 00:00,61.4,147.38,29.33,9.69,0.82,54.91
05-02-2025 00:00,06-02-2025 00:00,64.08,180.52,35.5,9.33,0.91,37.21
06-02-2025 00:00,07-02-2025 00:00,69.85,146.98,29.31,9.55,0.78,33.92
07-02-2025 00:00,08-02-2025 00:00,56.31,138.62,29.76,8.82,0.68,54.7
08-02-2025 00:00,09-02-2025 00:00,53.15,148.78,30.3,10.1,0.78,52.86
09-02-2025 00:00,10-02-2025 00:00,54.99,157.06,33.26,10.31,0.82,57.11
10-02-2025 00:00,11-02-2025 00:00,65.29,179.59,31.71,9.22,0.86,41.59
11-02-2025 00:00,12-02-2025 00:00,17.26,125.76,26.28,9.37,0.67,43.85
12-02-2025 00:00,13-02-2025 00:00,None,89.11,21.57,9.12,0.61,43.36
13-02-2025 00:00,14-02-2025 00:00,59.25,147.96,31.49,12.45,0.86,54.92
14-02-2025 00:00,15-02-2025 00:00,50.3,135.17,28.99,10.06,0.7,48.43
15-02-2025 00:00,16-02-2025 00:00,81.68,170.52,35.06,10.16,0.87,44.26
16-02-2025 00:00,17-02-2025 00:00,46.1,135.18,25.83,8.71,0.68,52.6
17-02-2025 00:00,18-02-2025 00:00,30.44,104.5,22.05,8.63,0.59,36.98
18-02-2025 00:00,19-02-2025 00:00,36.94,87.91,20.26,9.31,0.61,38.55
