From Date,To Date,PM2.5,PM10,NO2,SO2,Ozone,CO
01-01-2025 00:00,02-01-2025 00:00,85.07,136.75,49.42,11.81,55.89,0.52
02-01-2025 00:00,03-01-2025 00:00,69.65,127.66,56.28,13.99,65.64,0.5
03-01-2025 00:00,04-01-2025 00:00,57.06,127.76,59.09,8.48,61.33,0.41
04-01-2025 00:00,05-01-2025 00:00,64.06,144.29,62.17,10.45,82.06,0.63
05-01-2025 00:00,06-01-2025 00:00,83.94,174.68,57.82,14.49,96.93,0.38
06-01-2025 00:00,07-01-2025 00:00,54.94,117.06,33.3,10.97,72.53,0.4
07-01-2025 00:00,08-01-2025 00:00,75.2,142.5,54.02,12.98,53.08,0.53
08-01-2025 00:00,09-01-2025 00:00,74.9,146.12,50.48,15.53,61.07,0.51
09-01-2025 00:00,10-01-2025 00:00,66.48,144.74,41.23,9.63,72.6,0.23
10-01-2025 00:00,11-01-2025 00:00,79.03,150.06,58.92,10.95,44.47,0.62
11-01-2025 00:00,12-01-2025 00:00,75.97,129.45,47.51,5.67,79.4,0.64
12-01-2025 00:00,13-01-2025 00:00,61.73,98.04,41.49,8.98,72.59,0.59
13-01-2025 00:00,14-01-2025 00:00,72.31,118.16,50.83,18.83,54.32,0.59
14-01-2025 00:00,15-01-2025 00:00,79.06,132.9,51.63,9.06,63.1,0.56
15-01-2025 00:00,16-01-2025 00:00,81.74,124.14,48.2,6.39,55.33,0.41
16-01-2025 00:00,17-01-2025 00:00,82.33,118.83,44.95,7.17,58.27,0.59
17-01-2025 00:00,18-01-2025 00:00,77.64,124.19,46.78,8.59,51.47,0.57
18-01-2025 00:00,19-01-2025 00:00,69.31,122.11,53.54,8.77,54.58,0.53
19-01-2025 00:00,20-01-2025 00:00,79.47,132.41,55.15,9.08,80.32,0.8
20-01-2025 00:00,21-01-2025 00:00,83.88,134.92,61.13,8.96,63.33,0.33
21-01-2025 00:00,22-01-2025 00:00,84.58,146.28,71.27,4.82,51.19,0.85
22-01-2025 00:00,23-01-2025 00:00,78.54,152.95,71.74,12.25,49.3,0.98
23-01-2025 00:00,24-01-2025 00:00,39.13,103.98,44.54,10.12,44.3,0.56
24-01-2025 00:00,25-01-2025 00:00,43.99,122.03,66.46,14.98,43.34,0.73
25-01-2025 00:00,26-01-2025 00:00,62.3,95.47,67.69,11.03,53.02,0.78
26-01-2025 00:00,27-01-2025 00:00,66.51,138.71,62.26,9.88,56.19,0.67
27-01-2025 00:00,28-01-2025 00:00,55.4,122.51,51.34,9.47,50.65,0.57
28-01-2025 00:00,29-01-2025 00:00,39.05,103.07,59.72,9.95,46.42,0.78
29-01-2025 00:00,30-01-2025 00:00,28.5,94.43,56.58,6.27,37.7,0.54
30-01-2025 00:00,31-01-2025 00:00,47.93,117.72,54.51,14.34,51.97,0.65
31-01-2025 00:00,01-02-2025 00:00,19.96,67.82,36.79,5.14,32.81,0.18
01-02-2025 00:00,02-02-2025 00:00,36.4,82.43,41.71,8.05,42.31,0.41
02-02-2025 00:00,03-02-2025 00:00,45.68,102.1,44.64,10.07,51.82,0.44
03-02-2025 00:00,04-02-2025 00:00,44.61,93.36,38.79,11.34,41.02,0.42
04-02-2025 00:00,05-02-2025 00:00,36.67,84.4,41.44,7.75,38.67,0.49
05-02-2025 00:00,06-02-2025 00:00,40.55,90.88,38.64,10.27,48.33,0.36
06-02-2025 00:00,07-02-2025 00:00,54.88,115.09,62.08,16.42,36.52,0.68
07-02-2025 00:00,08-02-2025 00:00,76.63,143.42,75.69,14.61,45.9,1.01
08-02-2025 00:00,09-02-2025 00:00,87.59,150.75,76.34,14.76,57.79,0.49
09-02-2025 00:00,10-02-2025 00:00,70.12,123.92,67.27,11.27,57.08,0.75
10-02-2025 00:00,11-02-2025 00:00,55.03,98.25,53.98,12.72,41.24,0.43
11-02-2025 00:00,12-02-2025 00:00,53.99,89.7,43.06,15.34,55.73,0.32
12-02-2025 00:00,13-02-2025 00:00,52.27,89.99,43.12,16.79,48.46,0.5
13-02-2025 00:00,14-02-2025 00:00,60.43,122.32,62.25,21.13,50.44,0.71
14-02-2025 00:00,15-02-2025 00:00,50.94,112.77,64.13,15.99,53.84,0.63
15-02-2025 00:00,16-02-2025 00:00,57.35,127.6,73.8,14.41,55.62,0.7
16-02-2025 00:00,17-02-2025 00:00,50.67,107.87,56.51,14.48,41.64,0.42
17-02-2025 00:00,18-02-2025 00:00,32.37,72.76,50.25,14.03,40.2,0.4
18-02-2025 00:00,19-02-2025 00:00,46.48,122.97,60,16.88,42.78,0.5
19-02-2025 00:00,20-02-2025 00:00,48.27,106.23,49.16,15.55,47.86,0.27
20-02-2025 00:00,21-02-2025 00:00,49.83,101.7,45.75,18.14,55.5,0.44
21-02-2025 00:00,22-02-2025 00:00,39.22,100.68,55.31,16.83,38.42,0.51
22-02-2025 00:00,23-02-2025 00:00,39.26,125.08,51.16,19.1,51.81,0.43
23-02-2025 00:00,24-02-2025 00:00,47.95,140.29,56.22,19.39,60.12,0.59
24-02-2025 00:00,25-02-2025 00:00,40.17,101.9,53.16,22.61,48.71,0.47
25-02-2025 00:00,26-02-2025 00:00,48.57,114.01,70.8,18.44,49.56,0.77
26-02-2025 00:00,27-02-2025 00:00,71.4,146.01,72.19,19.67,66.18,0.7
27-02-2025 00:00,28-02-2025 00:00,74.33,142.94,72.19,19.75,54.82,0.64
28-02-2025 00:00,01-03-2025 00:00,66.13,142.7,63.78,16.55,37.84,0.45
01-03-2025 00:00,02-03-2025 00:00,34.86,94.58,38.93,16.64,41.08,0.38
02-03-2025 00:00,03-03-2025 00:00,40.37,102.33,39.12,15.42,40.06,0.25
03-03-2025 00:00,04-03-2025 00:00,38.43,109.81,36.21,17.47,47.11,0.41
04-03-2025 00:00,05-03-2025 00:00,42.66,127.94,42.65,16.69,34.23,0.42
05-03-2025 00:00,06-03-2025 00:00,44.39,115.97,55.35,12.61,40.46,0.42
06-03-2025 00:00,07-03-2025 00:00,42.09,136.69,62.18,24.14,81.27,0.53
07-03-2025 00:00,08-03-2025 00:00,65.96,141.58,88.7,22.96,102.29,0.99
08-03-2025 00:00,09-03-2025 00:00,58.79,154.43,78.98,17.38,70.34,0.53
09-03-2025 00:00,10-03-2025 00:00,40.88,75.32,53.32,9.32,43.37,0.46
10-03-2025 00:00,11-03-2025 00:00,58.2,114.86,77.65,14.61,70.86,1.11
11-03-2025 00:00,12-03-2025 00:00,71.01,144.21,74.05,12.71,73.03,0.4
12-03-2025 00:00,13-03-2025 00:00,65.89,123.83,70.29,13.2,100.54,0.77
13-03-2025 00:00,14-03-2025 00:00,55.56,89.76,50.1,11.28,69.24,0.54
14-03-2025 00:00,15-03-2025 00:00,51.37,69.71,33.57,7.25,50.53,0.36
15-03-2025 00:00,16-03-2025 00:00,24.02,48.21,26.48,7.39,52.55,0.31
16-03-2025 00:00,17-03-2025 00:00,27.01,56.29,25.97,6.75,62.16,0.26
17-03-2025 00:00,18-03-2025 00:00,31.81,68.54,27.26,9.34,80.83,0.29
18-03-2025 00:00,19-03-2025 00:00,15.87,49.89,19.33,8.02,67.31,0.13
19-03-2025 00:00,20-03-2025 00:00,26.08,61.23,26.93,9.5,61.24,0.33
20-03-2025 00:00,21-03-2025 00:00,27.25,64.52,31.27,9.83,76.42,0.39
21-03-2025 00:00,22-03-2025 00:00,20.38,51.97,19.69,8.87,42.34,0.22
